,hospital_pk,collection_week,state,ccn,hospital_name,address,city,zip,hospital_subtype,fips_code,is_metro_micro,total_beds_7_day_avg,all_adult_hospital_beds_7_day_avg,all_adult_hospital_inpatient_beds_7_day_avg,inpatient_beds_used_7_day_avg,all_adult_hospital_inpatient_bed_occupied_7_day_avg,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_adult_patients_hospitalized_confirmed_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_covid_7_day_avg,inpatient_beds_7_day_avg,total_icu_beds_7_day_avg,total_staffed_adult_icu_beds_7_day_avg,icu_beds_used_7_day_avg,staffed_adult_icu_bed_occupancy_7_day_avg,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_avg,staffed_icu_adult_patients_confirmed_covid_7_day_avg,total_patients_hospitalized_confirmed_influenza_7_day_avg,icu_patients_confirmed_influenza_7_day_avg,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_avg,total_beds_7_day_sum,all_adult_hospital_beds_7_day_sum,all_adult_hospital_inpatient_beds_7_day_sum,inpatient_beds_used_7_day_sum,all_adult_hospital_inpatient_bed_occupied_7_day_sum,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_adult_patients_hospitalized_confirmed_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_covid_7_day_sum,inpatient_beds_7_day_sum,total_icu_beds_7_day_sum,total_staffed_adult_icu_beds_7_day_sum,icu_beds_used_7_day_sum,staffed_adult_icu_bed_occupancy_7_day_sum,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_sum,staffed_icu_adult_patients_confirmed_covid_7_day_sum,total_patients_hospitalized_confirmed_influenza_7_day_sum,icu_patients_confirmed_influenza_7_day_sum,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_sum,total_beds_7_day_coverage,all_adult_hospital_beds_7_day_coverage,all_adult_hospital_inpatient_beds_7_day_coverage,inpatient_beds_used_7_day_coverage,all_adult_hospital_inpatient_bed_occupied_7_day_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage,total_adult_patients_hospitalized_confirmed_covid_7_day_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage,total_pediatric_patients_hospitalized_confirmed_covid_7_day_coverage,inpatient_beds_7_day_coverage,total_icu_beds_7_day_coverage,total_staffed_adult_icu_beds_7_day_coverage,icu_beds_used_7_day_coverage,staffed_adult_icu_bed_occupancy_7_day_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_coverage,staffed_icu_adult_patients_confirmed_covid_7_day_coverage,total_patients_hospitalized_confirmed_influenza_7_day_coverage,icu_patients_confirmed_influenza_7_day_coverage,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_coverage,previous_day_admission_adult_covid_confirmed_7_day_sum,previous_day_admission_adult_covid_confirmed_18_19_7_day_sum,previous_day_admission_adult_covid_confirmed_20_29_7_day_sum,previous_day_admission_adult_covid_confirmed_30_39_7_day_sum,previous_day_admission_adult_covid_confirmed_40_49_7_day_sum,previous_day_admission_adult_covid_confirmed_50,previous_day_admission_adult_covid_confirmed_60,previous_day_admission_adult_covid_confirmed_70,previous_day_admission_adult_covid_confirmed_80,previous_day_admission_adult_covid_confirmed_unknown_7_day_sum,previous_day_admission_pediatric_covid_confirmed_7_day_sum,previous_day_covid_ed_visits_7_day_sum,previous_day_admission_adult_covid_suspected_7_day_sum,previous_day_admission_adult_covid_suspected_18,previous_day_admission_adult_covid_suspected_20,previous_day_admission_adult_covid_suspected_30,previous_day_admission_adult_covid_suspected_40,previous_day_admission_adult_covid_suspected_50,previous_day_admission_adult_covid_suspected_60,previous_day_admission_adult_covid_suspected_70_79_7_day_sum,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_unknown_7_day_sum,previous_day_admission_pediatric_covid_suspected_7_day_sum,previous_day_total_ed_visits_7_day_sum,previous_day_admission_influenza_confirmed_7_day_sum,geocoded_hospital_address,hhs_ids,previous_day_admission_adult_covid_confirmed_7_day_coverage,previous_day_admission_pediatric_covid_confirmed_7_day_coverage,previous_day_admission_adult_covid_suspected_7_day_coverage,previous_day_admission_pediatric_covid_suspected_7_day_coverage,is_corrected,:@computed_region_pqdx_y6mm
10,130025,2021-09-17T00:00:00.000,ID,130025.0,MADISON MEMORIAL HOSPITAL,450 EAST MAIN STREET,REXBURG,83440,Short Term,16065.0,true,75.0,67.0,58.0,40.0,33.0,5.5,5.5,0.0,0.0,66.0,12.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,134,116,80.0,66,11,11,0,0,132.0,24,8.0,14.0,0.0,0,0.0,0.0,0.0,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0.0,0.0,0.0,0.0,-999999.0,-999999.0,0.0,0.0,0.0,0,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,97,0.0,"{'type': 'Point', 'coordinates': [-111.773148, 43.826051]}",[C130025-A],2,2,2,2,False,13.0
11,440137,2021-09-17T00:00:00.000,TN,440137.0,TENNOVA HEALTHCARE-SHELBYVILLE,2835 HWY 231 NORTH,SHELBYVILLE,37160,Short Term,47003.0,true,74.0,69.0,52.0,19.0,14.0,9.3,9.3,0.0,0.0,57.0,8.0,8.0,5.0,5.0,14.7,4.5,,,,222.0,207,156,57.0,42,28,28,0,0,171.0,24,16.0,10.0,10.0,44,9.0,,,,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,2,0,0,0,-999999,0.0,0.0,0.0,0.0,-999999.0,-999999.0,-999999.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,"{'type': 'Point', 'coordinates': [-86.446372, 35.563218]}",[C440137-A],3,3,3,3,False,43.0
12,461308,2021-09-17T00:00:00.000,UT,461308.0,SAN JUAN HOSPITAL,380 WEST 100 NORTH,MONTICELLO,84535,Critical Access Hospitals,49037.0,false,25.0,25.0,25.0,-999999.0,-999999.0,0.0,0.0,0.0,0.0,25.0,-999999.0,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50,50,7.0,6,0,0,0,0,50.0,4,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-999999,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,0.0,"{'type': 'Point', 'coordinates': [-109.350062, 37.873875]}",[C461308-A],2,2,2,2,False,45.0
13,460009,2021-09-17T00:00:00.000,UT,460009.0,UNIVERSITY OF UTAH HOSPITALS AND CLINICS,50 NORTH MEDICAL DRIVE,SALT LAKE CITY,84132,Short Term,49035.0,true,731.0,731.0,731.0,540.7,540.7,67.0,66.0,0.0,0.0,731.0,176.0,176.0,93.3,93.3,24.7,24.7,,,,2193.0,2193,2193,1622.0,1622,201,198,0,0,2193.0,528,528.0,280.0,280.0,74,74.0,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,13,0.0,-999999.0,-999999.0,0.0,-999999.0,-999999.0,-999999.0,-999999.0,0.0,0,32,-999999,0.0,0.0,0.0,0.0,-999999.0,0.0,-999999.0,0.0,0.0,0,578,,"{'type': 'Point', 'coordinates': [-111.837022, 40.772019]}",[C460009-A],3,3,3,3,False,45.0
14,060032,2021-09-17T00:00:00.000,CO,60032.0,ROSE MEDICAL CENTER,4567 E 9TH AVE,DENVER,80220,Short Term,8031.0,true,279.0,255.0,220.0,165.7,127.7,8.3,8.0,0.0,0.0,244.0,53.0,21.0,53.0,15.0,-999999.0,-999999.0,0.0,0.0,0.0,837.0,765,660,497.0,383,25,24,0,0,732.0,159,63.0,159.0,45.0,7,7.0,0.0,0.0,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-999999,0.0,0.0,-999999.0,0.0,0.0,0.0,-999999.0,-999999.0,0.0,0,23,-999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999999.0,0.0,0,356,0.0,"{'type': 'Point', 'coordinates': [-104.934011, 39.731076]}",[C060032-A],3,3,3,3,False,6.0
15,200020,2021-09-17T00:00:00.000,ME,200020.0,YORK HOSPITAL,15 HOSPITAL DRIVE,YORK,3909,Short Term,23031.0,true,61.0,61.0,48.0,37.0,37.0,6.0,6.0,0.0,0.0,48.0,5.0,5.0,5.0,5.0,-999999.0,-999999.0,0.0,0.0,0.0,61.0,61,48,37.0,37,6,6,0,0,48.0,5,5.0,5.0,5.0,-999999,-999999.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-999999,0.0,0.0,0.0,0.0,0.0,-999999.0,0.0,0.0,0.0,0,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,92,0.0,"{'type': 'Point', 'coordinates': [-70.651094, 43.142799]}",[C200020-A],1,1,1,1,False,20.0
16,260078,2021-09-17T00:00:00.000,MO,260078.0,OZARKS HEALTHCARE,1100 KENTUCKY AVE,WEST PLAINS,65775,Short Term,29091.0,true,90.0,90.0,90.0,60.0,54.7,15.7,13.7,0.0,0.0,90.0,12.0,12.0,8.0,8.0,6.0,5.3,0.0,0.0,0.0,270.0,270,270,180.0,164,47,41,0,0,270.0,36,36.0,24.0,24.0,18,16.0,0.0,0.0,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-999999,0.0,0.0,0.0,-999999.0,0.0,-999999.0,-999999.0,0.0,0.0,0,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,179,0.0,,[C260078-A],3,3,3,3,False,
17,430012,2021-09-17T00:00:00.000,SD,430012.0,AVERA SACRED HEART HOSPITAL,501 SUMMIT ST,YANKTON,57078,Short Term,46135.0,true,44.0,40.0,40.0,32.0,27.0,-999999.0,-999999.0,0.0,0.0,44.0,10.0,10.0,8.0,8.0,-999999.0,-999999.0,0.0,0.0,0.0,44.0,40,40,32.0,27,-999999,-999999,0,0,44.0,10,10.0,8.0,8.0,-999999,-999999.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22,0.0,"{'type': 'Point', 'coordinates': [-97.406945, 42.872573]}",[C430012-A],1,1,1,1,False,42.0
18,530034,2021-09-17T00:00:00.000,WY,530034.0,SUMMIT MEDICAL CENTER,6350 E 2ND STREET,CASPER,82609,Short Term,56025.0,true,16.0,16.0,16.0,-999999.0,-999999.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48,48,-999999.0,-999999,0,0,0,0,48.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,"{'type': 'Point', 'coordinates': [-106.231796, 42.840846]}",[C530034-A],3,3,3,3,False,51.0
19,110125,2021-09-17T00:00:00.000,GA,110125.0,FAIRVIEW PARK HOSPITAL,200 INDUSTRIAL BOULEVARD,DUBLIN,31021,Short Term,13175.0,true,169.0,143.0,121.0,117.3,115.3,47.0,46.0,-999999.0,-999999.0,147.0,28.0,26.3,26.3,26.3,11.3,11.3,0.0,0.0,0.0,507.0,429,363,352.0,346,141,138,-999999,-999999,441.0,84,79.0,79.0,79.0,34,34.0,0.0,0.0,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,0.0,-999999.0,0.0,-999999.0,-999999.0,-999999.0,0.0,-999999.0,0.0,0,33,4,0.0,0.0,0.0,-999999.0,0.0,0.0,-999999.0,0.0,0.0,0,378,0.0,"{'type': 'Point', 'coordinates': [-82.950571, 32.53429]}",[C110125-A],3,3,3,3,False,11.0
20,230195,2021-09-17T00:00:00.000,MI,230195.0,ASCENSION MACOMB OAKLAND HOSP-WARREN CAMPUS,11800 EAST TWELVE MILE ROAD,WARREN,48093,Short Term,26099.0,true,665.7,665.7,582.7,382.0,382.0,25.3,24.0,0.0,0.0,582.7,85.0,85.0,51.3,51.3,5.7,5.0,0.0,0.0,0.0,1997.0,1997,1748,1146.0,1146,76,72,0,0,1748.0,255,255.0,154.0,154.0,17,15.0,0.0,0.0,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,0.0,0.0,0.0,-999999.0,0.0,4.0,-999999.0,-999999.0,0.0,0,202,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,701,0.0,"{'type': 'Point', 'coordinates': [-83.003535, 42.507178]}","[C230195-A, C230195-B]",3,3,3,3,False,23.0
21,330184,2021-09-17T00:00:00.000,NY,330184.0,MONTEFIORE NEW ROCHELLE HOSPITAL,16 GUION PLACE,NEW ROCHELLE,10802,Short Term,36119.0,true,110.0,110.0,110.0,69.3,69.3,-999999.0,-999999.0,0.0,0.0,110.0,12.0,12.0,5.7,5.7,0.0,0.0,0.0,0.0,0.0,330.0,330,330,208.0,208,5,5,0,0,330.0,36,36.0,17.0,17.0,0,0.0,0.0,0.0,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,93,-999999,0.0,0.0,0.0,0.0,0.0,-999999.0,0.0,0.0,0.0,0,280,0.0,"{'type': 'Point', 'coordinates': [-73.786997, 40.912968]}",[C330184-A],3,3,3,3,False,33.0
22,420066,2021-09-17T00:00:00.000,SC,420066.0,LAKE CITY COMMUNITY HOSPITAL,258 N RON MCNAIR BLVD,LAKE CITY,29560,Short Term,45041.0,true,32.0,32.0,26.0,12.3,12.3,5.7,5.7,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,96,78,37.0,37,17,17,0,0,78.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-999999,0.0,0.0,0.0,-999999.0,0.0,-999999.0,0.0,0.0,0.0,0,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,98,0.0,"{'type': 'Point', 'coordinates': [-79.759089, 33.88037]}",[C420066-A],3,3,3,3,False,41.0
